-0.397040,-0.553029,1.411000
-0.391517,-0.550677,1.405000
-0.389062,-0.552637,1.410000
-0.407896,-0.553459,1.422000
-0.396629,-0.543340,1.396000
-0.390286,-0.539837,1.387000
-0.384829,-0.537502,1.381000
-0.380784,-0.537112,1.380000
-0.377291,-0.537502,1.381000
-0.377039,-0.542561,1.394000
-0.386126,-0.567082,1.457000
-0.381363,-0.565914,1.454000
-0.372463,-0.558519,1.435000
-0.367519,-0.556962,1.431000
-0.373270,-0.571752,1.469000
-0.407144,-0.543395,1.406000
-0.399004,-0.537597,1.391000
-0.393787,-0.535665,1.386000
-0.388598,-0.533733,1.381000
-0.383714,-0.532187,1.377000
-0.379129,-0.531027,1.374000
-0.375652,-0.531414,1.375000
-0.375416,-0.536438,1.388000
-0.384747,-0.555376,1.437000
-0.378477,-0.557695,1.443000
-0.372463,-0.554603,1.435000
-0.365465,-0.549965,1.423000
-0.361327,-0.549578,1.422000
-0.361971,-0.556535,1.440000
-0.410981,-0.539558,1.406000
-0.403379,-0.534569,1.393000
-0.397570,-0.531883,1.386000
-0.393503,-0.531499,1.385000
-0.388598,-0.529964,1.381000
-0.383993,-0.528812,1.378000
-0.379405,-0.527661,1.375000
-0.375652,-0.527661,1.375000
-0.374063,-0.530731,1.383000
-0.379392,-0.543779,1.417000
-0.374465,-0.542244,1.413000
-0.375068,-0.548768,1.430000
-0.371944,-0.549919,1.433000
-0.365722,-0.546465,1.424000
-0.359549,-0.543011,1.415000
-0.355938,-0.543395,1.416000
-0.354560,-0.547233,1.426000
-0.358046,-0.558745,1.456000
-0.418654,-0.540674,1.419000
-0.408058,-0.531910,1.396000
-0.401932,-0.528862,1.388000
-0.396996,-0.527338,1.384000
-0.392367,-0.526195,1.381000
-0.387472,-0.524671,1.377000
-0.383436,-0.524290,1.376000
-0.378853,-0.523147,1.373000
-0.375652,-0.523909,1.375000
-0.372981,-0.525433,1.379000
-0.378589,-0.538769,1.414000
-0.370490,-0.532672,1.398000
-0.371396,-0.539531,1.416000
-0.370387,-0.543722,1.427000
-0.364694,-0.541055,1.420000
-0.358024,-0.536864,1.409000
-0.353927,-0.536483,1.408000
-0.351079,-0.538007,1.412000
-0.351406,-0.544484,1.429000
-0.355045,-0.556296,1.460000
-0.414228,-0.531127,1.404000
-0.407181,-0.526966,1.393000
-0.402221,-0.525452,1.389000
-0.397283,-0.523939,1.385000
-0.392651,-0.522804,1.382000
-0.387472,-0.520913,1.377000
-0.383157,-0.520156,1.375000
-0.378853,-0.519400,1.373000
-0.375379,-0.519778,1.374000
-0.372711,-0.521291,1.378000
-0.368950,-0.521291,1.378000
-0.365720,-0.522048,1.380000
-0.366937,-0.529235,1.399000
-0.369608,-0.538693,1.424000
-0.366749,-0.540206,1.428000
-0.357770,-0.532640,1.408000
-0.353425,-0.531883,1.406000
-0.349836,-0.532262,1.407000
-0.348455,-0.536045,1.417000
-0.347263,-0.540206,1.428000
-0.351301,-0.552690,1.461000
-0.419251,-0.528797,1.408000
-0.412458,-0.525042,1.398000
-0.406596,-0.522413,1.391000
-0.401642,-0.520911,1.387000
-0.396423,-0.519033,1.382000
-0.391799,-0.517906,1.379000
-0.386910,-0.516404,1.375000
-0.382042,-0.514901,1.371000
-0.378025,-0.514526,1.370000
-0.374559,-0.514901,1.371000
-0.371088,-0.515277,1.372000
-0.369218,-0.517906,1.379000
-0.366515,-0.519408,1.383000
-0.367462,-0.526168,1.401000
-0.369867,-0.535182,1.425000
-0.364181,-0.532553,1.418000
