-0.105761,-0.591657,1.207000
-0.101873,-0.588226,1.200000
-0.098352,-0.586755,1.197000
-0.095244,-0.587736,1.199000
-0.092355,-0.590186,1.204000
-0.088922,-0.589206,1.202000
-0.085427,-0.587736,1.199000
-0.082361,-0.589206,1.202000
-0.117262,-0.580076,1.190000
-0.113344,-0.576664,1.183000
-0.109836,-0.575202,1.180000
-0.106887,-0.576664,1.183000
-0.103921,-0.578126,1.186000
-0.100685,-0.578126,1.186000
-0.097448,-0.578126,1.186000
-0.094450,-0.579589,1.189000
-0.091512,-0.581539,1.193000
-0.088404,-0.582514,1.195000
-0.085000,-0.581539,1.193000
-0.081950,-0.583001,1.196000
-0.079541,-0.589338,1.209000
-0.123654,-0.576344,1.189000
-0.119295,-0.571012,1.178000
-0.115784,-0.569558,1.175000
-0.112482,-0.569073,1.174000
-0.109371,-0.569558,1.175000
-0.106074,-0.569073,1.174000
-0.103133,-0.570527,1.177000
-0.099921,-0.570527,1.177000
-0.096791,-0.571012,1.178000
-0.093735,-0.571981,1.180000
-0.090744,-0.573435,1.183000
-0.087738,-0.574890,1.186000
-0.084644,-0.575859,1.188000
-0.081676,-0.577798,1.192000
-0.078883,-0.581191,1.199000
-0.129596,-0.570689,1.184000
-0.125938,-0.568761,1.180000
-0.122406,-0.567315,1.177000
-0.118788,-0.565387,1.173000
-0.115292,-0.563941,1.170000
-0.112099,-0.563941,1.170000
-0.109185,-0.565387,1.173000
-0.105984,-0.565387,1.173000
-0.102958,-0.566351,1.175000
-0.099836,-0.566833,1.176000
-0.096709,-0.567315,1.177000
-0.093576,-0.567797,1.178000
-0.090591,-0.569243,1.181000
-0.087590,-0.570689,1.184000
-0.084572,-0.572135,1.187000
-0.081607,-0.574063,1.191000
-0.078686,-0.576473,1.196000
-0.077692,-0.593825,1.232000
-0.136059,-0.567458,1.184000
-0.131930,-0.563624,1.176000
-0.128502,-0.562665,1.174000
-0.125084,-0.561706,1.172000
-0.121886,-0.561706,1.172000
-0.118383,-0.560269,1.169000
-0.115094,-0.559789,1.168000
-0.111811,-0.559310,1.167000
-0.108999,-0.561227,1.171000
-0.105803,-0.561227,1.171000
-0.102695,-0.561706,1.172000
-0.099411,-0.561227,1.171000
-0.096380,-0.562186,1.173000
-0.093179,-0.562186,1.173000
-0.090208,-0.563624,1.176000
-0.086998,-0.563624,1.176000
-0.084002,-0.565061,1.179000
-0.080990,-0.566499,1.182000
-0.078225,-0.569854,1.189000
-0.075611,-0.574647,1.199000
-0.142280,-0.563273,1.182000
-0.138466,-0.560891,1.177000
-0.134909,-0.559461,1.174000
-0.131481,-0.558508,1.172000
-0.128173,-0.558031,1.171000
-0.125084,-0.558508,1.172000
-0.121990,-0.558985,1.173000
-0.118586,-0.558031,1.171000
-0.115292,-0.557555,1.170000
-0.112099,-0.557555,1.170000
-0.108999,-0.558031,1.171000
-0.105803,-0.558031,1.171000
-0.102607,-0.558031,1.171000
-0.099326,-0.557555,1.170000
-0.096298,-0.558508,1.172000
-0.093099,-0.558508,1.172000
-0.090131,-0.559938,1.175000
-0.086998,-0.560414,1.176000
-0.083931,-0.561367,1.178000
-0.080990,-0.563273,1.182000
-0.077962,-0.564703,1.185000
-0.075169,-0.568039,1.192000
-0.072520,-0.572804,1.202000
-0.146368,-0.563364,1.189000
-0.141558,-0.557205,1.176000
-0.137878,-0.555310,1.172000
-0.134450,-0.554362,1.170000
-0.131032,-0.553414,1.168000
-0.127954,-0.553888,1.169000
-0.124871,-0.554362,1.170000
-0.121782,-0.554836,1.171000
-0.118485,-0.554362,1.170000
-0.115193,-0.553888,1.169000
-0.112099,-0.554362,1.170000
-0.108905,-0.554362,1.170000
-0.105622,-0.553888,1.169000
-0.102519,-0.554362,1.170000
-0.099157,-0.553414,1.168000
-0.096133,-0.554362,1.170000
-0.092861,-0.553888,1.169000
-0.089824,-0.554836,1.171000
-0.086702,-0.555310,1.172000
-0.083646,-0.556257,1.174000
-0.080579,-0.557205,1.176000
-0.077501,-0.558152,1.178000
-0.074665,-0.560995,1.184000
-0.071977,-0.565260,1.193000
-0.069643,-0.572841,1.209000
-0.068483,-0.591319,1.248000
-0.163960,-0.564830,1.199000
-0.159213,-0.559648,1.188000
-0.155446,-0.557764,1.184000
-0.152343,-0.558235,1.185000
-0.149990,-0.561533,1.192000
-0.145875,-0.558235,1.185000
-0.141438,-0.553524,1.175000
-0.137996,-0.552582,1.173000
-0.134565,-0.551640,1.171000
-0.131369,-0.551640,1.171000
-0.128173,-0.551640,1.171000
-0.125084,-0.552111,1.172000
-0.121886,-0.552111,1.172000
-0.118687,-0.552111,1.172000
-0.115390,-0.551640,1.171000
-0.112194,-0.551640,1.171000
-0.108999,-0.551640,1.171000
-0.105712,-0.551169,1.170000
-0.102519,-0.551169,1.170000
-0.099326,-0.551169,1.170000
-0.096216,-0.551640,1.171000
-0.093020,-0.551640,1.171000
-0.089901,-0.552111,1.172000
-0.086776,-0.552582,1.173000
-0.083575,-0.552582,1.173000
-0.080511,-0.553524,1.175000
-0.077304,-0.553524,1.175000
-0.074350,-0.555409,1.179000
-0.071554,-0.558706,1.186000
-0.069067,-0.564830,1.199000
-0.066563,-0.571425,1.213000
-0.064660,-0.584145,1.240000
-0.173776,-0.561558,1.199000
-0.169366,-0.557811,1.191000
-0.165279,-0.555001,1.185000
-0.161498,-0.553128,1.181000
-0.158141,-0.552659,1.180000
-0.154658,-0.551723,1.178000
-0.151701,-0.552659,1.180000
-0.148606,-0.553128,1.181000
-0.145629,-0.554064,1.183000
-0.141317,-0.549849,1.174000
-0.137878,-0.548913,1.172000
-0.134450,-0.547976,1.170000
-0.131257,-0.547976,1.170000
-0.128064,-0.547976,1.170000
-0.124871,-0.547976,1.170000
-0.121782,-0.548444,1.171000
-0.118383,-0.547507,1.169000
-0.115292,-0.547976,1.170000
-0.112099,-0.547976,1.170000
-0.108905,-0.547976,1.170000
-0.105532,-0.547039,1.168000
-0.102344,-0.547039,1.168000
-0.099157,-0.547039,1.168000
-0.096051,-0.547507,1.169000
-0.092861,-0.547507,1.169000
-0.089671,-0.547507,1.169000
-0.086554,-0.547976,1.170000
-0.083432,-0.548444,1.171000
-0.080305,-0.548913,1.172000
-0.077107,-0.548913,1.172000
-0.074097,-0.550318,1.175000
-0.071253,-0.553128,1.181000
-0.068663,-0.558280,1.192000
-0.066069,-0.563900,1.204000
-0.063461,-0.569989,1.217000
-0.061078,-0.578887,1.236000
-0.184052,-0.559683,1.202000
-0.179268,-0.555027,1.192000
-0.175129,-0.552233,1.186000
-0.171747,-0.551767,1.185000
-0.167944,-0.549905,1.181000
-0.164442,-0.548973,1.179000
-0.160815,-0.547577,1.176000
-0.157605,-0.547577,1.176000
-0.154527,-0.548042,1.177000
-0.151701,-0.549439,1.180000
-0.148858,-0.550836,1.183000
-0.146614,-0.554561,1.191000
-0.141678,-0.548042,1.177000
-0.137996,-0.546180,1.173000
-0.134565,-0.545248,1.171000
-0.131369,-0.545248,1.171000
-0.128173,-0.545248,1.171000
-0.124977,-0.545248,1.171000
-0.121886,-0.545714,1.172000
-0.118586,-0.545248,1.171000
-0.115489,-0.545714,1.172000
-0.112194,-0.545248,1.171000
-0.108999,-0.545248,1.171000
-0.105622,-0.544317,1.169000
-0.102432,-0.544317,1.169000
-0.099242,-0.544317,1.169000
-0.096133,-0.544783,1.170000
-0.092940,-0.544783,1.170000
-0.089824,-0.545248,1.171000
-0.086702,-0.545714,1.172000
-0.083575,-0.546180,1.173000
-0.080442,-0.546645,1.174000
-0.077107,-0.545714,1.172000
-0.074097,-0.547111,1.175000
-0.071132,-0.548973,1.179000
-0.068548,-0.554095,1.190000
-0.065739,-0.557820,1.198000
-0.063200,-0.564339,1.212000
-0.060288,-0.568064,1.220000
-0.198322,-0.559643,1.209000
-0.191796,-0.550385,1.189000
-0.187917,-0.548533,1.185000
-0.184527,-0.548070,1.184000
-0.180990,-0.547145,1.182000
-0.177614,-0.546682,1.181000
-0.174095,-0.545756,1.179000
-0.170733,-0.545293,1.178000
-0.167233,-0.544367,1.176000
-0.163606,-0.542978,1.173000
-0.160268,-0.542516,1.172000
-0.157069,-0.542516,1.172000
-0.154264,-0.543904,1.175000
-0.151186,-0.544367,1.176000
-0.148480,-0.546219,1.180000
-0.146122,-0.549459,1.187000
-0.142040,-0.546219,1.180000
-0.137878,-0.542516,1.172000
-0.134450,-0.541590,1.170000
-0.131145,-0.541127,1.169000
-0.128064,-0.541590,1.170000
-0.124764,-0.541127,1.169000
-0.121678,-0.541590,1.170000
-0.118383,-0.541127,1.169000
-0.115390,-0.542053,1.171000
-0.112099,-0.541590,1.170000
-0.108905,-0.541590,1.170000
-0.105532,-0.540664,1.168000
-0.102257,-0.540201,1.167000
-0.098987,-0.539738,1.166000
-0.095887,-0.540201,1.167000
-0.092781,-0.540664,1.168000
-0.089671,-0.541127,1.169000
-0.086554,-0.541590,1.170000
-0.083504,-0.542516,1.172000
-0.080305,-0.542516,1.172000
-0.077107,-0.542516,1.172000
-0.073971,-0.542978,1.173000
-0.071011,-0.544830,1.177000
-0.068260,-0.548533,1.185000
-0.065520,-0.552699,1.194000
-0.062887,-0.558254,1.206000
-0.060288,-0.564735,1.220000
-0.217938,-0.555883,1.208000
-0.212154,-0.549441,1.194000
-0.208895,-0.549441,1.194000
-0.204776,-0.547140,1.189000
-0.200683,-0.544839,1.184000
-0.197619,-0.545299,1.185000
-0.193893,-0.543919,1.182000
-0.190506,-0.543459,1.181000
-0.186966,-0.542538,1.179000
-0.183592,-0.542078,1.178000
-0.180224,-0.541618,1.177000
-0.177162,-0.542078,1.178000
-0.173800,-0.541618,1.177000
-0.170733,-0.542078,1.178000
-0.167233,-0.541158,1.176000
-0.163884,-0.540698,1.175000
-0.160404,-0.539777,1.173000
-0.157337,-0.540237,1.174000
-0.154396,-0.541158,1.176000
-0.151186,-0.541158,1.176000
-0.148354,-0.542538,1.179000
-0.145998,-0.545759,1.186000
-0.142641,-0.545299,1.185000
-0.138231,-0.540698,1.175000
-0.134680,-0.539317,1.172000
-0.131481,-0.539317,1.172000
-0.128283,-0.539317,1.172000
-0.125084,-0.539317,1.172000
-0.121782,-0.538857,1.171000
-0.118687,-0.539317,1.172000
-0.115489,-0.539317,1.172000
-0.112194,-0.538857,1.171000
-0.108905,-0.538397,1.170000
-0.105622,-0.537937,1.169000
-0.102432,-0.537937,1.169000
-0.099326,-0.538397,1.170000
-0.096216,-0.538857,1.171000
-0.093020,-0.538857,1.171000
-0.089824,-0.538857,1.171000
-0.086628,-0.538857,1.171000
-0.083504,-0.539317,1.172000
-0.080374,-0.539777,1.173000
-0.077173,-0.539777,1.173000
-0.074097,-0.540698,1.175000
-0.071132,-0.542538,1.179000
-0.068318,-0.545759,1.186000
-0.065520,-0.549441,1.194000
-0.062835,-0.554503,1.205000
-0.060387,-0.562325,1.222000
-0.057985,-0.571529,1.242000
-0.233039,-0.557161,1.218000
-0.226320,-0.548927,1.200000
-0.220814,-0.543438,1.188000
-0.217023,-0.542065,1.185000
-0.213608,-0.541608,1.184000
-0.210199,-0.541150,1.183000
-0.206971,-0.541150,1.183000
-0.203226,-0.539778,1.180000
-0.199666,-0.538863,1.178000
-0.196452,-0.538863,1.178000
-0.193073,-0.538406,1.177000
-0.189699,-0.537948,1.176000
-0.186490,-0.537948,1.176000
-0.183125,-0.537491,1.175000
-0.180071,-0.537948,1.176000
-0.176862,-0.537948,1.176000
-0.173652,-0.537948,1.176000
-0.170298,-0.537491,1.175000
-0.166949,-0.537033,1.174000
-0.163606,-0.536576,1.173000
-0.160268,-0.536119,1.172000
-0.157069,-0.536119,1.172000
-0.154133,-0.537033,1.174000
