Frame	Candidate	Score
4	(0.215, 0.113, 0.218, 0.337)	-628.605861585
4	(0.28, 0.215, 0.113, 0.122, 0.531)	-1076.74496029
4	(0.196, 0.108, 0.215, 0.444, 0.123)	-1064.39010164
4	(0.179, 0.161, 0.092, 0.16, 0.318)	-1140.06459023
4	(0.23, 0.114, 0.146, 0.133, 0.28)	-1098.47072065
4	(0.286, 0.108, 0.109, 0.089, 0.412)	-1082.75104762
4	(0.111, 0.16, 0.092, 0.161)	-1051.54888295
4	(0.114, 0.196, 0.133, 0.273)	-833.009259265
4	(0.101, 0.188, 0.194, 0.126, 0.099)	-1306.49044668
4	(0.119, 0.104, 0.111, 0.084, 0.259)	-1289.37217156
4	(0.119, 0.114, 0.119, 0.194, 0.114)	-1319.06684698
4	(0.212, 0.16, 0.092, 0.161, 0.39)	-1098.28287677
4	(0.21, 0.107, 0.089, 0.194, 0.126)	-1268.64827533
4	(0.117, 0.101, 0.107, 0.28, 0.126)	-1232.41131637
4	(0.23, 0.196, 0.146, 0.309)	-632.902978113
4	(0.119, 0.217, 0.111)	-1098.46198201
4	(0.119, 0.232, 0.119, 0.197, 0.114)	-1284.76538543
4	(0.117, 0.207, 0.18, 0.103, 0.194)	-1228.5805534
4	(0.207, 0.107, 0.188, 0.194)	-833.968141611
4	(0.109, 0.218, 0.245, 0.353)	-659.917275038
4	(0.207, 0.18, 0.103, 0.126, 0.485)	-1102.55766217
4	(0.104, 0.212, 0.24, 0.103)	-896.333951498
4	(0.215, 0.113, 0.218, 0.337, 0.123)	-1084.55302653
4	(0.104, 0.111, 0.16, 0.179, 0.259)	-1139.78424684
4	(0.111, 0.084, 0.259, 0.539, 0.368)	-1064.07866341
4	(0.31, 0.107, 0.188, 0.285, 0.099)	-1080.94789413
4	(0.101, 0.188, 0.089, 0.31, 0.584)	-1044.88012847
4	(0.212, 0.084, 0.179)	-1183.15349626
4	(0.143, 0.146, 0.114, 0.197, 0.114)	-1263.19577021
4	(0.146, 0.232, 0.088, 0.115, 0.178)	-1240.51792186
4	(0.101, 0.288, 0.194, 0.126, 0.394)	-1091.21148752
4	(0.215, 0.113, 0.245, 0.459, 0.337)	-1065.70647306
4	(0.28, 0.215, 0.108, 0.337, 0.531)	-1003.1883079
4	(0.21, 0.107, 0.207, 0.476, 0.126)	-1067.4943978
4	(0.143, 0.133, 0.234, 0.114)	-931.205058684
4	(0.119, 0.283, 0.084, 0.16, 0.092)	-1311.79470459
4	(0.188, 0.095, 0.103, 0.094, 0.368)	-1140.2714677
4	(0.119, 0.318, 0.084)	-968.608772539
4	(0.207, 0.18, 0.191, 0.285, 0.194)	-1098.72587045
4	(0.318, 0.111, 0.179, 0.259, 0.103)	-1100.41120025
4	(0.179, 0.084, 0.24, 0.092, 0.179)	-1186.59962293
4	(0.31, 0.18, 0.095, 0.188, 0.376)	-1070.09351005
4	(0.114, 0.119, 0.088, 0.115, 0.178)	-1402.24430862
4	(0.107, 0.089, 0.194, 0.103, 0.219)	-1251.79984168
4	(0.119, 0.104, 0.265, 0.16, 0.335)	-1116.60194628
4	(0.104, 0.119, 0.39, 0.088, 0.16)	-1155.58446227
4	(0.286, 0.113, 0.122, 0.444, 0.089)	-1064.82343485
4	(0.117, 0.101, 0.188, 0.194, 0.094)	-1277.63864854
4	(0.146, 0.133, 0.141, 0.365, 0.088)	-1119.49591461
4	(0.143, 0.23, 0.119, 0.088, 0.115)	-1385.30714264
4	(0.215, 0.231, 0.122)	-963.803589116
4	(0.207, 0.18, 0.095, 0.194)	-874.157127651
4	(0.089, 0.304, 0.113, 0.218, 0.459)	-1055.59310138
4	(0.089, 0.326, 0.286, 0.108, 0.337)	-1064.83469729
4	(0.089, 0.304, 0.231, 0.123, 0.245)	-1101.24138082
4	(0.143, 0.133, 0.245)	-947.93677947
4	(0.119, 0.273, 0.234, 0.196, 0.291)	-1084.04684463
4	(0.272, 0.196, 0.089, 0.325, 0.245)	-1078.33191033
4	(0.146, 0.119, 0.273, 0.141)	-815.460538701
4	(0.318, 0.16, 0.092, 0.103, 0.259)	-1145.88054818
4	(0.117, 0.207, 0.089)	-1187.69843568
4	(0.117, 0.31, 0.18, 0.095, 0.194)	-1283.56486598
4	(0.133, 0.245, 0.119, 0.23, 0.119)	-1226.86552235
4	(0.286, 0.108, 0.196, 0.089, 0.567)	-1058.9950194
4	(0.212, 0.16, 0.179, 0.435, 0.217)	-1084.51779898
4	(0.133, 0.245, 0.119, 0.348, 0.119)	-1154.45133229
4	(0.215, 0.108, 0.196)	-1071.9211006
4	(0.143, 0.196, 0.114, 0.245, 0.141)	-1186.80070493
4	(0.089, 0.28, 0.325, 0.113, 0.108)	-1196.06125943
4	(0.119, 0.318, 0.111, 0.265)	-811.006939995
4	(0.28, 0.215, 0.108, 0.196, 0.654)	-1061.27461276
4	(0.101, 0.188, 0.095, 0.103)	-1119.6342257
4	(0.089, 0.304, 0.231, 0.337, 0.272)	-1075.94091029
4	(0.111, 0.212, 0.368, 0.092, 0.103)	-1209.7092191
4	(0.28, 0.109, 0.218, 0.245, 0.353)	-1065.88927595
4	(0.109, 0.196, 0.326, 0.286)	-637.150091521
4	(0.117, 0.392, 0.089, 0.107, 0.376)	-1160.48292657
4	(0.146, 0.119, 0.23, 0.234, 0.326)	-1081.95053799
4	(0.286, 0.108, 0.196, 0.412, 0.245)	-1065.51572615
4	(0.111, 0.084, 0.259)	-1062.0553476
4	(0.089, 0.215, 0.108, 0.218, 0.325)	-1082.2425891
4	(0.212, 0.111, 0.265, 0.092, 0.103)	-1179.00950018
4	(0.117, 0.31, 0.18, 0.103)	-856.930595289
4	(0.146, 0.133, 0.234, 0.23, 0.423)	-1052.1868999
4	(0.119, 0.39, 0.084, 0.111)	-889.652172187
4	(0.188, 0.089, 0.207, 0.117)	-999.672248438
4	(0.21, 0.101, 0.207, 0.28)	-676.470238234
4	(0.089, 0.196, 0.108, 0.231, 0.122)	-1268.42387477
4	(0.111, 0.16, 0.092, 0.438)	-727.817553144
4	(0.146, 0.196, 0.23, 0.348)	-681.79057108
4	(0.286, 0.215, 0.109, 0.337, 0.123)	-1071.76751912
4	(0.089, 0.326, 0.286)	-753.217071576
4	(0.104, 0.119, 0.318, 0.16)	-782.883935255
4	(0.089, 0.196, 0.272, 0.286, 0.353)	-1079.38615206
4	(0.215, 0.231, 0.123, 0.535)	-641.792075369
4	(0.119, 0.143, 0.196, 0.234)	-803.46291587
4	(0.101, 0.21)	-1483.52910155
4	(0.31, 0.089, 0.188, 0.376)	-621.079922376
4	(0.101, 0.21, 0.392, 0.095, 0.191)	-1096.86305632
4	(0.318, 0.16, 0.088, 0.161)	-1041.52131827
4	(0.212, 0.16, 0.092, 0.103, 0.649)	-1098.67485426
4	(0.114, 0.119, 0.194, 0.114, 0.115)	-1326.8362252
4	(0.119, 0.23, 0.119, 0.088, 0.215)	-1294.25200145
4	(0.114, 0.196, 0.143, 0.348, 0.194)	-1071.80053182
4	(0.196, 0.218, 0.122, 0.123)	-889.405565195
4	(0.286, 0.215, 0.325, 0.218)	-594.530533713
4	(0.119, 0.114, 0.196, 0.252, 0.383)	-1083.57045024
4	(0.119, 0.273, 0.133, 0.196)	-840.327564642
4	(0.107, 0.207, 0.288, 0.285)	-683.776898549
4	(0.212, 0.111, 0.179, 0.088, 0.475)	-1086.02364822
4	(0.21, 0.107, 0.089, 0.095, 0.191)	-1337.48828123
4	(0.107, 0.18, 0.103, 0.094, 0.567)	-1084.4265006
4	(0.104, 0.119, 0.39, 0.088)	-782.735808695
4	(0.318, 0.111, 0.179)	-1006.97115811
4	(0.089, 0.215, 0.108, 0.272)	-859.68088026
4	(0.217, 0.111, 0.084, 0.161, 0.438)	-1091.58872561
4	(0.196, 0.218, 0.122, 0.123, 0.567)	-1086.02441919
4	(0.179, 0.161, 0.103, 0.539, 0.212)	-1088.97444958
4	(0.104, 0.212, 0.24, 0.103, 0.649)	-1073.4758245
4	(0.089, 0.326, 0.325, 0.122, 0.337)	-1063.33666489
4	(0.188, 0.095, 0.191, 0.099)	-1044.75031874
4	(0.146, 0.133, 0.234, 0.119, 0.162)	-1177.26960641
4	(0.215, 0.231, 0.122, 0.325, 0.272)	-1102.38544381
4	(0.143, 0.119, 0.114, 0.197)	-989.764242379
4	(0.107, 0.207, 0.288, 0.285, 0.099)	-1079.76950695
4	(0.286, 0.113, 0.245, 0.123, 0.531)	-1049.5271301
4	(0.23, 0.196, 0.146, 0.232, 0.194)	-1105.82850755
4	(0.119, 0.23, 0.197, 0.115)	-913.471860005
4	(0.207, 0.089, 0.188, 0.281, 0.103)	-1124.41287733
4	(0.111, 0.084, 0.161, 0.103, 0.649)	-1072.30416503
4	(0.117, 0.207, 0.089, 0.188, 0.281)	-1193.09106007
4	(0.117, 0.101, 0.107, 0.28, 0.103)	-1253.04228311
4	(0.119, 0.232, 0.162, 0.115, 0.197)	-1235.09603017
4	(0.318, 0.16, 0.179, 0.435, 0.104)	-1062.45981432
4	(0.217, 0.104, 0.368)	-734.558380672
4	(0.107, 0.18, 0.191, 0.094, 0.126)	-1313.86604197
4	(0.212, 0.084, 0.088, 0.092, 0.103)	-1554.26994726
4	(0.146, 0.143, 0.273)	-882.417287505
4	(0.179, 0.088, 0.092, 0.103, 0.539)	-1090.09628733
4	(0.104, 0.119, 0.475, 0.16, 0.24)	-1109.20145618
4	(0.215, 0.108, 0.272)	-921.602899442
4	(0.109, 0.196, 0.412, 0.122, 0.123)	-1104.93653565
4	(0.107, 0.18, 0.103, 0.126, 0.583)	-1075.44228481
4	(0.196, 0.218, 0.245, 0.535)	-648.125476473
4	(0.119, 0.114, 0.119, 0.162, 0.167)	-1285.51526846
4	(0.119, 0.39, 0.084, 0.24)	-811.32802878
4	(0.272, 0.109, 0.089, 0.412)	-671.552735421
4	(0.23, 0.119, 0.162, 0.115, 0.114)	-1270.64810704
4	(0.28, 0.215, 0.108, 0.196)	-788.661924076
4	(0.188, 0.194, 0.103, 0.219)	-792.782641369
4	(0.101, 0.21, 0.392, 0.089, 0.18)	-1104.62825439
4	(0.143, 0.119, 0.245, 0.234, 0.197)	-1083.60849459
4	(0.196, 0.108, 0.113, 0.122, 0.123)	-1367.15452531
4	(0.117, 0.21, 0.281, 0.18, 0.368)	-1073.19980423
4	(0.21, 0.107, 0.18, 0.191, 0.285)	-1081.2285144
4	(0.117, 0.288, 0.089, 0.18)	-893.256698236
4	(0.089, 0.196, 0.272, 0.428, 0.122)	-1067.16807774
4	(0.23, 0.114, 0.146, 0.291)	-715.516316068
4	(0.117, 0.31, 0.107, 0.376)	-781.634156694
4	(0.188, 0.194, 0.126, 0.099, 0.567)	-1099.36920166
4	(0.117, 0.288, 0.095, 0.191, 0.368)	-1085.33057125
4	(0.119, 0.273, 0.133, 0.291)	-813.100939901
4	(0.272, 0.109, 0.089, 0.304, 0.113)	-1118.96178195
4	(0.207, 0.107)	-1664.15599305
4	(0.117, 0.392, 0.089)	-876.018442055
4	(0.117, 0.31, 0.107, 0.281, 0.095)	-1262.3247973
4	(0.119, 0.212, 0.084, 0.161, 0.335)	-1170.17648221
4	(0.089, 0.215, 0.231, 0.122, 0.325)	-1075.84696814
4	(0.101, 0.288, 0.194, 0.094, 0.099)	-1317.34001591
4	(0.117, 0.31, 0.107, 0.188)	-841.630843376
4	(0.188, 0.095, 0.18, 0.28, 0.476)	-1057.07295136
4	(0.196, 0.109, 0.28, 0.428, 0.122)	-1066.96310959
4	(0.179, 0.088, 0.092, 0.438, 0.119)	-1086.94093933
4	(0.111, 0.084, 0.161, 0.092, 0.179)	-1369.29672124
4	(0.089, 0.215, 0.231, 0.123, 0.245)	-1120.56315153
4	(0.089, 0.28, 0.286, 0.113)	-843.776030166
4	(0.286, 0.108, 0.109, 0.089)	-1150.47878792
4	(0.143, 0.119, 0.232, 0.119, 0.234)	-1125.43373625
4	(0.101, 0.288, 0.194, 0.126)	-850.977929583
4	(0.304, 0.113, 0.218)	-984.364209985
4	(0.117, 0.31, 0.089, 0.188, 0.467)	-1045.03938716
0	(0.27, 0.242)	-756.450985328
4	(0.101, 0.207, 0.089, 0.285, 0.191)	-1165.34000061
1	(0.27, 0.242)	-674.975277348
2	(0.27, 0.242)	-871.392172406
4	(0.109, 0.218, 0.122, 0.428)	-745.933765077
4	(0.146, 0.114, 0.23, 0.348, 0.162)	-1088.67372768
3	(0.27, 0.242)	-1223.16883658
4	(0.28, 0.215, 0.108, 0.196, 0.531)	-1072.54895454
4	(0.104, 0.217, 0.39, 0.161, 0.24)	-1092.73707846
4	(0.089, 0.326, 0.272, 0.337)	-616.890466387
4	(0.196, 0.109, 0.215, 0.286)	-666.596593516
4	(0.101, 0.188, 0.095, 0.103, 0.094)	-1445.75782755
4	(0.212, 0.111, 0.217, 0.475, 0.092)	-1069.39720851
4	(0.27, 0.242)	-1133.81966076
4	(0.215, 0.108, 0.272, 0.325, 0.122)	-1081.49852512
4	(0.286, 0.215, 0.325, 0.122)	-603.20647078
4	(0.117, 0.21, 0.107, 0.18, 0.191)	-1223.35060471
4	(0.196, 0.108, 0.215, 0.28, 0.428)	-1074.27512653
4	(0.318, 0.111, 0.179, 0.088)	-1089.8167638
4	(0.119, 0.39, 0.161, 0.24, 0.16)	-1142.52653446
4	(0.31, 0.107, 0.188, 0.095, 0.191)	-1187.66102436
4	(0.109, 0.108, 0.231, 0.123, 0.654)	-1053.59991689
4	(0.104, 0.217)	-1448.15155492
4	(0.119, 0.143, 0.252, 0.341, 0.197)	-1086.50846474
4	(0.207, 0.18, 0.191, 0.285, 0.306)	-1079.77856957
4	(0.28, 0.215, 0.231, 0.123)	-697.659020378
4	(0.286, 0.215, 0.089, 0.531, 0.123)	-1077.30949846
4	(0.089, 0.109, 0.108, 0.231, 0.122)	-1314.76731628
4	(0.119, 0.39, 0.161, 0.092, 0.265)	-1220.60366492
4	(0.212, 0.16, 0.092)	-1210.9054911
0	(0.139, 0.327)	-859.188592357
2	(0.139, 0.327)	-973.041642183
3	(0.139, 0.327)	-1063.83657953
4	(0.143, 0.196, 0.114)	-1107.88947055
1	(0.139, 0.327)	-730.781547503
4	(0.318, 0.16, 0.179, 0.435, 0.179)	-1060.57657241
4	(0.139, 0.327)	-1067.72235012
4	(0.143, 0.133, 0.234, 0.197, 0.115)	-1174.44196791
4	(0.107, 0.207, 0.382, 0.103, 0.094)	-1180.78538246
4	(0.104, 0.179, 0.088, 0.16, 0.335)	-1128.12687898
4	(0.318, 0.16, 0.092, 0.103, 0.435)	-1078.6922972
4	(0.111, 0.084, 0.259, 0.179, 0.092)	-1244.59997579
4	(0.104, 0.212, 0.16, 0.088)	-991.227555601
4	(0.089, 0.109, 0.218, 0.245)	-859.54415602
4	(0.143, 0.196, 0.114, 0.309, 0.115)	-1180.98785267
4	(0.089, 0.28, 0.325, 0.218)	-722.273838137
4	(0.119, 0.232, 0.119, 0.197)	-901.614535786
4	(0.119, 0.104, 0.111, 0.16)	-1109.81503726
4	(0.143, 0.133, 0.141, 0.36, 0.232)	-1077.15212702
4	(0.188, 0.089, 0.28, 0.094, 0.567)	-1074.47477425
4	(0.104, 0.283, 0.161, 0.24, 0.335)	-1080.21314065
4	(0.188, 0.194, 0.094, 0.099, 0.394)	-1141.51101707
4	(0.114, 0.197, 0.114, 0.101, 0.178)	-1333.26451973
4	(0.212, 0.111, 0.179, 0.259, 0.103)	-1116.48208908
4	(0.217, 0.111, 0.16, 0.088, 0.259)	-1128.09118787
4	(0.143, 0.119, 0.114, 0.119, 0.088)	-1456.91471574
4	(0.215, 0.231, 0.337, 0.196, 0.326)	-1056.73486243
4	(0.31, 0.107, 0.281, 0.103, 0.194)	-1077.74764004
4	(0.119, 0.217, 0.265, 0.092, 0.103)	-1242.79450033
4	(0.286, 0.108, 0.218, 0.325, 0.089)	-1073.96954459
4	(0.212, 0.084, 0.161, 0.103, 0.179)	-1244.55846305
4	(0.143, 0.119, 0.232, 0.088, 0.115)	-1268.32321239
4	(0.104, 0.212, 0.24, 0.103, 0.179)	-1221.13747417
4	(0.146, 0.143, 0.23, 0.197, 0.115)	-1170.45350844
4	(0.104, 0.283, 0.088, 0.179, 0.335)	-1104.62471049
4	(0.28, 0.109, 0.196, 0.412, 0.122)	-1066.00692013
4	(0.146, 0.133, 0.141, 0.365)	-701.87815943
4	(0.146, 0.119, 0.273, 0.28)	-689.203207381
4	(0.318, 0.084, 0.088, 0.179, 0.539)	-1052.13465054
4	(0.109, 0.108, 0.231, 0.428, 0.326)	-1053.87543607
4	(0.143, 0.23, 0.119, 0.194, 0.101)	-1269.47432775
4	(0.109, 0.108, 0.286, 0.326, 0.412)	-1046.09767178
4	(0.119, 0.104, 0.111, 0.24, 0.103)	-1289.15957653
4	(0.119, 0.273, 0.141, 0.341, 0.196)	-1086.96667528
4	(0.107, 0.089, 0.285, 0.094, 0.126)	-1288.30732977
4	(0.318, 0.084, 0.161, 0.092)	-1109.34059187
4	(0.196, 0.109, 0.325, 0.245, 0.535)	-1052.93512678
4	(0.101, 0.188, 0.089, 0.28, 0.126)	-1230.30664665
4	(0.146, 0.133, 0.273, 0.348, 0.162)	-1077.73376997
4	(0.101, 0.207, 0.089, 0.095, 0.191)	-1347.63006905
4	(0.111, 0.212, 0.283, 0.088, 0.475)	-1079.30382057
4	(0.318, 0.084)	-1378.79798649
4	(0.117, 0.31, 0.18, 0.103, 0.126)	-1301.9257255
4	(0.143, 0.23, 0.114, 0.309)	-778.069085008
4	(0.23, 0.114, 0.146, 0.252, 0.141)	-1103.18094688
4	(0.146, 0.143)	-1641.59383596
4	(0.146, 0.133, 0.273, 0.38)	-611.504398032
4	(0.28, 0.215, 0.108, 0.218, 0.245)	-1081.06669554
4	(0.143, 0.196, 0.197, 0.114)	-919.164223959
4	(0.133, 0.234, 0.119)	-1022.77063053
4	(0.23, 0.196, 0.133, 0.28, 0.088)	-1105.71397252
4	(0.318, 0.111, 0.265, 0.179, 0.539)	-1033.66798619
4	(0.117, 0.392, 0.188, 0.281, 0.18)	-1050.90406483
4	(0.133, 0.141, 0.36, 0.114, 0.197)	-1093.46403847
4	(0.101, 0.207, 0.28, 0.103, 0.219)	-1120.17512142
4	(0.101, 0.21, 0.31, 0.18, 0.095)	-1150.11701638
4	(0.117, 0.101, 0.188, 0.095)	-1088.95564449
4	(0.286, 0.108, 0.218, 0.325)	-609.759276708
4	(0.272, 0.109, 0.089, 0.531, 0.122)	-1077.79078562
4	(0.117, 0.31, 0.18, 0.095)	-865.179713626
4	(0.286, 0.108, 0.109, 0.444, 0.122)	-1077.54838377
4	(0.146, 0.232, 0.119, 0.23)	-772.812929319
4	(0.101, 0.288, 0.089, 0.18, 0.103)	-1310.74145854
4	(0.188, 0.095, 0.18, 0.207, 0.476)	-1077.35325958
4	(0.119, 0.217, 0.265, 0.088, 0.259)	-1132.49027838
4	(0.318, 0.084, 0.179, 0.335, 0.092)	-1078.91039008
4	(0.107, 0.089, 0.095, 0.103, 0.094)	-1592.45811872
4	(0.143, 0.273, 0.234, 0.119, 0.194)	-1194.47914917
4	(0.28, 0.089, 0.304, 0.108)	-825.490729644
4	(0.143, 0.273, 0.234)	-814.207798443
4	(0.272, 0.109, 0.215, 0.113, 0.245)	-1078.20999038
4	(0.089, 0.28, 0.286, 0.113, 0.122)	-1222.60331776
4	(0.089, 0.326, 0.286, 0.108)	-846.854416785
4	(0.21, 0.107, 0.089, 0.095, 0.103)	-1510.54087811
4	(0.188, 0.194)	-1377.83325669
4	(0.146, 0.133, 0.273, 0.38, 0.383)	-1040.72236081
4	(0.119, 0.143, 0.196, 0.119, 0.088)	-1328.62559219
4	(0.117, 0.31, 0.107, 0.188, 0.285)	-1111.885844
4	(0.272, 0.196, 0.089, 0.444, 0.123)	-1070.71534228
4	(0.101, 0.117, 0.392)	-787.50372713
4	(0.212, 0.084, 0.088, 0.092, 0.335)	-1147.44982269
4	(0.143, 0.133, 0.234, 0.114, 0.36)	-1079.84927319
4	(0.215, 0.113, 0.245, 0.459, 0.272)	-1067.98395153
4	(0.146, 0.232, 0.088, 0.197, 0.234)	-1178.86169821
4	(0.146, 0.232)	-1311.51195964
4	(0.104, 0.217, 0.39, 0.084, 0.24)	-1073.65911322
4	(0.188, 0.089, 0.18, 0.219)	-846.988605147
4	(0.107, 0.207, 0.382, 0.095)	-774.902362841
4	(0.111, 0.084, 0.259, 0.103)	-991.76252087
4	(0.119, 0.212)	-1427.8201305
4	(0.31, 0.089, 0.095, 0.191, 0.094)	-1428.07367176
4	(0.117, 0.288, 0.089, 0.28, 0.094)	-1275.57562246
4	(0.117, 0.288, 0.188, 0.376)	-685.856906616
4	(0.31, 0.089, 0.188)	-1026.11363048
4	(0.119, 0.104, 0.111, 0.24)	-973.225650508
4	(0.207, 0.089, 0.095, 0.191)	-1057.68015936
4	(0.179, 0.161, 0.24, 0.318)	-658.380626323
4	(0.117, 0.21)	-1438.36405654
4	(0.143, 0.146, 0.232, 0.162, 0.167)	-1160.0446614
4	(0.179, 0.084, 0.212, 0.119, 0.649)	-1042.80103866
4	(0.119, 0.283, 0.088, 0.16, 0.335)	-1125.01379867
4	(0.318, 0.16, 0.088)	-1058.89083108
4	(0.188, 0.194, 0.094, 0.099, 0.583)	-1099.51457266
4	(0.146, 0.232, 0.162, 0.101, 0.114)	-1239.39009098
4	(0.114, 0.197, 0.088, 0.28)	-878.14432002
4	(0.119, 0.212, 0.084, 0.088, 0.092)	-1438.91319983
4	(0.104, 0.111, 0.084, 0.088, 0.092)	-1613.73947014
4	(0.101, 0.188, 0.194, 0.103)	-960.27652796
4	(0.119, 0.283, 0.161, 0.24, 0.111)	-1221.99341985
4	(0.286, 0.108, 0.109, 0.444, 0.123)	-1077.47250269
4	(0.286, 0.108, 0.109, 0.444)	-635.613836851
4	(0.143, 0.133, 0.245, 0.114, 0.279)	-1085.78585797
4	(0.179, 0.084, 0.212, 0.119, 0.55)	-1089.21411531
4	(0.207, 0.107, 0.188, 0.194, 0.126)	-1136.19831905
4	(0.111, 0.212, 0.283, 0.088, 0.092)	-1248.23389928
4	(0.146, 0.143, 0.348, 0.162, 0.167)	-1090.61265757
4	(0.114, 0.119, 0.194)	-1139.65562263
4	(0.196, 0.218, 0.245, 0.123)	-697.19201117
4	(0.146, 0.114, 0.23, 0.38, 0.383)	-1041.35965828
4	(0.111, 0.084, 0.088, 0.179)	-1169.80921259
4	(0.117, 0.21, 0.107, 0.18)	-935.432196586
4	(0.318, 0.084, 0.088, 0.265, 0.104)	-1266.09040387
4	(0.217, 0.179, 0.161, 0.103, 0.539)	-1065.6071627
4	(0.304, 0.113, 0.245, 0.459, 0.109)	-1075.61464265
4	(0.101, 0.107, 0.28, 0.103, 0.095)	-1323.21576462
4	(0.101, 0.107, 0.089, 0.194, 0.126)	-1381.99119302
4	(0.215, 0.108, 0.272, 0.326, 0.412)	-1062.78506604
4	(0.143, 0.133, 0.234, 0.197)	-777.195777939
4	(0.117, 0.31, 0.107, 0.188, 0.095)	-1296.76989275
4	(0.101, 0.117, 0.486, 0.095, 0.285)	-1151.77049114
4	(0.21, 0.107, 0.18, 0.095, 0.194)	-1173.87500078
4	(0.143, 0.196, 0.119, 0.162, 0.115)	-1292.21138968
4	(0.146, 0.196, 0.119, 0.162, 0.115)	-1244.92913607
4	(0.217, 0.111, 0.212, 0.283, 0.259)	-1076.89649466
4	(0.31, 0.107, 0.101, 0.476)	-636.408769854
4	(0.119, 0.273, 0.141, 0.341, 0.197)	-1086.87807696
4	(0.107, 0.207, 0.117, 0.392, 0.285)	-1048.75688604
4	(0.146, 0.196, 0.119, 0.088, 0.115)	-1324.05397531
4	(0.286, 0.108, 0.218, 0.245, 0.567)	-1048.3693204
4	(0.188, 0.089, 0.207, 0.117, 0.675)	-1046.64004808
4	(0.212, 0.084, 0.179, 0.335, 0.55)	-1018.18620198
4	(0.143, 0.196, 0.197, 0.115, 0.162)	-1197.49468015
4	(0.119, 0.143, 0.196, 0.119, 0.162)	-1228.2464608
4	(0.143, 0.119, 0.232, 0.119, 0.279)	-1092.56947355
4	(0.286, 0.108, 0.196, 0.531)	-598.905160496
4	(0.117, 0.21, 0.107, 0.089, 0.095)	-1416.897931
4	(0.188, 0.089, 0.18, 0.219, 0.099)	-1176.66676675
4	(0.104, 0.119, 0.39)	-785.77357862
4	(0.212, 0.084, 0.088, 0.179, 0.435)	-1084.84710942
4	(0.146, 0.143, 0.348, 0.088)	-764.502060656
4	(0.101, 0.188, 0.194, 0.094, 0.368)	-1082.60664847
4	(0.188, 0.089, 0.28, 0.103, 0.382)	-1079.88415975
4	(0.286, 0.108, 0.196, 0.089)	-1049.01048109
4	(0.133, 0.245, 0.114, 0.119, 0.194)	-1272.01204115
4	(0.119, 0.143, 0.196, 0.119)	-973.227442801
4	(0.114, 0.196, 0.252, 0.141)	-850.486189967
0	(0.184, 0.305)	-808.950574775
4	(0.089, 0.196, 0.218, 0.113, 0.353)	-1079.8453908
4	(0.146, 0.119, 0.348, 0.088, 0.197)	-1098.69981461
3	(0.184, 0.305)	-1111.53057274
4	(0.179, 0.088, 0.16, 0.318)	-725.850430704
4	(0.089, 0.28, 0.325, 0.218, 0.108)	-1114.21331208
4	(0.184, 0.305)	-1057.43196375
4	(0.143, 0.119, 0.245, 0.234)	-728.88655933
4	(0.107, 0.18, 0.191, 0.285, 0.288)	-1073.34238808
1	(0.184, 0.305)	-705.176327159
4	(0.217, 0.179, 0.084, 0.212, 0.438)	-1072.83573932
4	(0.104, 0.179, 0.161, 0.103, 0.335)	-1112.12268363
4	(0.318, 0.16, 0.088, 0.161, 0.335)	-1072.32192931
4	(0.101, 0.107, 0.089, 0.095, 0.103)	-1577.91996748
4	(0.109, 0.108, 0.231, 0.428)	-653.698978707
4	(0.217, 0.104, 0.368, 0.16)	-634.453457602
4	(0.146, 0.196, 0.197, 0.115)	-855.415869514
2	(0.184, 0.305)	-902.255330944
4	(0.119, 0.23, 0.197, 0.114)	-913.876736603
4	(0.119, 0.212, 0.111, 0.335, 0.161)	-1127.43684993
4	(0.31, 0.089, 0.194, 0.094, 0.099)	-1412.93501053
4	(0.119, 0.318, 0.084, 0.179)	-867.887239967
4	(0.109, 0.196, 0.304, 0.231, 0.428)	-1078.48192555
4	(0.286, 0.113, 0.245, 0.123, 0.444)	-1049.91046866
4	(0.104, 0.179, 0.161, 0.103, 0.179)	-1273.31343439
4	(0.286, 0.215, 0.325, 0.245, 0.123)	-1064.01557259
4	(0.143, 0.133, 0.141, 0.341, 0.119)	-1109.08587254
4	(0.143, 0.146, 0.114, 0.119, 0.194)	-1260.55009533
4	(0.143, 0.119, 0.232, 0.162, 0.115)	-1189.1422822
4	(0.143, 0.23, 0.197, 0.114)	-916.439623304
4	(0.196, 0.108, 0.113, 0.122)	-1120.46540897
4	(0.23, 0.119, 0.088, 0.215, 0.088)	-1276.66182765
4	(0.117, 0.207, 0.18, 0.191)	-860.474894238
4	(0.111, 0.212, 0.283, 0.259)	-727.696814172
4	(0.179, 0.084, 0.212, 0.438)	-613.75564078
4	(0.109, 0.196, 0.412, 0.113, 0.231)	-1083.20028837
4	(0.119, 0.114, 0.119)	-1371.39494191
4	(0.119, 0.232, 0.162, 0.101)	-942.655623476
4	(0.146, 0.232, 0.088, 0.197, 0.279)	-1177.75178302
4	(0.089, 0.304, 0.108, 0.272, 0.325)	-1062.03556313
4	(0.089, 0.28, 0.272, 0.108)	-844.950276637
4	(0.119, 0.146, 0.252, 0.365, 0.088)	-1081.37244395
4	(0.146, 0.114, 0.119, 0.162)	-1043.77996702
4	(0.117, 0.288, 0.188, 0.281, 0.191)	-1095.67645397
4	(0.212, 0.084, 0.179, 0.217)	-849.005172009
4	(0.107, 0.089, 0.285, 0.094, 0.103)	-1331.58771069
