Frame	Candidate	Score
1	(0.217, 0.111, 0.212, 0.368, 0.088)	-1057.85594276
1	(0.212, 0.16, 0.179, 0.259, 0.39)	-1060.31137986
1	(0.217, 0.179, 0.088, 0.092, 0.24)	-1093.77336545
0	(0.111, 0.212, 0.368, 0.092, 0.55)	-1069.83690477
0	(0.217, 0.179, 0.088, 0.092, 0.24)	-1120.0894253
0	(0.212, 0.16, 0.179, 0.103, 0.335)	-1093.63540608
0	(0.212, 0.16, 0.179, 0.259, 0.179)	-1073.74088377
0	(0.179, 0.084, 0.16, 0.092, 0.103)	-1201.96137487
1	(0.111, 0.212, 0.368, 0.092, 0.55)	-1041.42417793
1	(0.104, 0.179, 0.084, 0.318, 0.475)	-1056.66536623
1	(0.104, 0.212, 0.24, 0.092, 0.179)	-1079.59615531
1	(0.179, 0.084, 0.24, 0.103, 0.179)	-1079.63258481
0	(0.179, 0.084, 0.24, 0.103, 0.179)	-1123.0645392
1	(0.212, 0.16, 0.179, 0.103, 0.335)	-1077.22716855
1	(0.179, 0.084, 0.16, 0.092, 0.103)	-1146.58008335
0	(0.104, 0.179, 0.084, 0.318, 0.475)	-1082.69811053
0	(0.119, 0.39, 0.088, 0.092, 0.335)	-1083.24506285
1	(0.119, 0.39, 0.088, 0.092, 0.335)	-1061.94884164
1	(0.318, 0.16, 0.179, 0.103, 0.438)	-1055.11130061
1	(0.212, 0.16, 0.179, 0.259, 0.179)	-1086.56170397
0	(0.318, 0.16, 0.179, 0.103, 0.438)	-1074.01667992
0	(0.119, 0.212, 0.16, 0.088, 0.179)	-1125.35838844
1	(0.119, 0.212, 0.16, 0.088, 0.179)	-1083.43942262
0	(0.119, 0.104, 0.265, 0.088, 0.161)	-1127.07870149
1	(0.119, 0.104, 0.265, 0.088, 0.161)	-1083.94986859
0	(0.104, 0.212, 0.084, 0.088, 0.179)	-1148.42890802
1	(0.104, 0.212, 0.084, 0.088, 0.179)	-1110.60990034
0	(0.212, 0.111, 0.217, 0.55, 0.103)	-1045.74567251
0	(0.212, 0.111, 0.265, 0.092, 0.161)	-1103.13319413
1	(0.212, 0.111, 0.217, 0.55, 0.103)	-1051.27698745
1	(0.212, 0.111, 0.265, 0.092, 0.161)	-1085.9660336
0	(0.104, 0.212, 0.16, 0.092, 0.103)	-1155.71045738
1	(0.104, 0.212, 0.16, 0.092, 0.103)	-1100.82782832
0	(0.179, 0.161, 0.103, 0.335, 0.212)	-1070.41626463
1	(0.179, 0.161, 0.103, 0.335, 0.212)	-1065.53420779
0	(0.104, 0.212, 0.24, 0.092, 0.475)	-1107.88150769
0	(0.318, 0.084, 0.179, 0.104, 0.368)	-1085.49070661
1	(0.318, 0.084, 0.179, 0.104, 0.368)	-1069.66806243
1	(0.104, 0.212, 0.24, 0.092, 0.475)	-1067.63011836
1	(0.212, 0.111, 0.217, 0.39, 0.088)	-1049.45743764
0	(0.104, 0.283, 0.161, 0.103, 0.179)	-1109.53002789
1	(0.104, 0.119, 0.475, 0.092, 0.24)	-1068.76733223
0	(0.318, 0.111, 0.104, 0.438, 0.161)	-1070.41364049
0	(0.104, 0.119, 0.475, 0.092, 0.24)	-1101.91582329
0	(0.212, 0.111, 0.217, 0.39, 0.088)	-1082.42944412
0	(0.104, 0.283, 0.161, 0.24, 0.318)	-1089.12693459
1	(0.104, 0.283, 0.161, 0.103, 0.179)	-1085.73631757
0	(0.104, 0.179, 0.088, 0.16, 0.318)	-1129.07400807
1	(0.318, 0.111, 0.104, 0.438, 0.161)	-1081.94083239
1	(0.104, 0.283, 0.161, 0.24, 0.318)	-1076.24992667
1	(0.104, 0.179, 0.088, 0.16, 0.318)	-1102.51603681
1	(0.179, 0.088, 0.179, 0.335, 0.318)	-1072.18262497
0	(0.119, 0.318, 0.16, 0.088, 0.259)	-1079.28946529
1	(0.111, 0.212, 0.368, 0.092, 0.161)	-1070.13148783
0	(0.179, 0.088, 0.179, 0.335, 0.318)	-1075.73064449
1	(0.119, 0.318, 0.16, 0.088, 0.259)	-1061.64025863
0	(0.111, 0.212, 0.368, 0.092, 0.161)	-1092.69116447
0	(0.104, 0.119, 0.39, 0.084, 0.24)	-1111.541607
0	(0.104, 0.111, 0.16, 0.088, 0.259)	-1125.9675306
0	(0.119, 0.217, 0.179, 0.084, 0.335)	-1113.89589324
0	(0.212, 0.111, 0.217, 0.475, 0.179)	-1043.0656066
1	(0.104, 0.119, 0.39, 0.084, 0.24)	-1083.35066777
0	(0.104, 0.111, 0.24, 0.161, 0.259)	-1113.70697751
1	(0.119, 0.318, 0.111, 0.179, 0.161)	-1077.71365073
1	(0.119, 0.217, 0.179, 0.084, 0.335)	-1082.07272101
1	(0.104, 0.111, 0.24, 0.161, 0.259)	-1070.57017093
0	(0.179, 0.161, 0.103, 0.179, 0.16)	-1111.79012445
0	(0.119, 0.318, 0.111, 0.179, 0.161)	-1084.87662156
1	(0.104, 0.111, 0.084, 0.161, 0.103)	-1235.41649973
1	(0.104, 0.111, 0.16, 0.088, 0.259)	-1107.7771951
1	(0.212, 0.111, 0.217, 0.475, 0.179)	-1040.64073332
0	(0.119, 0.39, 0.161, 0.24, 0.111)	-1079.08362493
1	(0.179, 0.161, 0.103, 0.179, 0.16)	-1077.60598167
0	(0.104, 0.212, 0.084, 0.259, 0.179)	-1089.12438937
0	(0.104, 0.111, 0.084, 0.161, 0.103)	-1288.66972422
1	(0.119, 0.39, 0.161, 0.24, 0.111)	-1043.03650504
0	(0.104, 0.119, 0.318, 0.24, 0.161)	-1095.57302458
0	(0.318, 0.084, 0.161, 0.103, 0.539)	-1092.66679426
1	(0.104, 0.119, 0.318, 0.24, 0.161)	-1083.80505037
1	(0.318, 0.084, 0.161, 0.103, 0.539)	-1051.7694296
0	(0.318, 0.084, 0.179, 0.335, 0.438)	-1062.06639963
1	(0.104, 0.212, 0.084, 0.259, 0.179)	-1075.15717505
1	(0.318, 0.084, 0.179, 0.335, 0.438)	-1044.78530923
0	(0.104, 0.283, 0.088, 0.16, 0.318)	-1111.86752127
1	(0.104, 0.283, 0.088, 0.16, 0.318)	-1075.24130937
0	(0.104, 0.217, 0.475, 0.16, 0.084)	-1105.71162297
0	(0.179, 0.088, 0.16, 0.212, 0.539)	-1096.04364709
1	(0.104, 0.217, 0.475, 0.16, 0.084)	-1080.79637604
1	(0.179, 0.088, 0.16, 0.212, 0.539)	-1070.30085438
1	(0.111, 0.16, 0.088, 0.161, 0.55)	-1073.06061436
0	(0.119, 0.283, 0.161, 0.092, 0.16)	-1104.50752641
0	(0.104, 0.217, 0.39, 0.161, 0.092)	-1097.02293136
1	(0.119, 0.283, 0.161, 0.092, 0.16)	-1084.38010076
1	(0.104, 0.217, 0.39, 0.161, 0.092)	-1078.77812855
0	(0.111, 0.16, 0.088, 0.161, 0.55)	-1112.19098287
0	(0.111, 0.16, 0.092, 0.438, 0.119)	-1085.22539219
0	(0.179, 0.088, 0.16, 0.24, 0.55)	-1092.7368796
1	(0.111, 0.16, 0.092, 0.438, 0.119)	-1098.18974773
0	(0.217, 0.179, 0.161, 0.092, 0.179)	-1094.46864589
0	(0.119, 0.39, 0.088, 0.179, 0.435)	-1077.39586153
1	(0.179, 0.088, 0.16, 0.24, 0.55)	-1049.17871164
1	(0.217, 0.179, 0.161, 0.092, 0.179)	-1085.0954214
0	(0.111, 0.16, 0.092, 0.438, 0.283)	-1080.21661889
1	(0.104, 0.111, 0.16, 0.092, 0.103)	-1218.79152654
1	(0.119, 0.39, 0.088, 0.179, 0.435)	-1044.41086107
1	(0.111, 0.16, 0.092, 0.438, 0.283)	-1071.5918166
0	(0.104, 0.111, 0.16, 0.092, 0.103)	-1284.09555382
0	(0.179, 0.084, 0.212, 0.438, 0.092)	-1070.21529681
0	(0.212, 0.084, 0.179, 0.265, 0.475)	-1079.52793383
1	(0.179, 0.084, 0.212, 0.438, 0.092)	-1050.3814287
0	(0.179, 0.084, 0.16, 0.368, 0.119)	-1077.37325174
1	(0.212, 0.084, 0.179, 0.265, 0.475)	-1053.89306508
0	(0.212, 0.111, 0.265, 0.092, 0.55)	-1086.85637801
0	(0.217, 0.111, 0.16, 0.179, 0.103)	-1091.84922219
1	(0.111, 0.084, 0.161, 0.438, 0.119)	-1098.45908432
1	(0.217, 0.111, 0.16, 0.179, 0.103)	-1077.67734283
0	(0.119, 0.212, 0.084, 0.179, 0.335)	-1113.52924947
0	(0.111, 0.084, 0.161, 0.438, 0.119)	-1079.8645093
0	(0.212, 0.084, 0.161, 0.092, 0.265)	-1126.89600323
1	(0.212, 0.111, 0.265, 0.092, 0.55)	-1059.18953462
1	(0.119, 0.212, 0.084, 0.179, 0.335)	-1083.1930112
1	(0.179, 0.084, 0.16, 0.368, 0.119)	-1090.06450194
1	(0.318, 0.16, 0.088, 0.179, 0.335)	-1081.15411736
0	(0.179, 0.161, 0.24, 0.212, 0.119)	-1094.18283021
0	(0.212, 0.111, 0.265, 0.179, 0.103)	-1104.23237622
0	(0.318, 0.16, 0.088, 0.179, 0.335)	-1087.41806706
0	(0.119, 0.104, 0.179, 0.088, 0.092)	-1274.44596556
1	(0.212, 0.111, 0.265, 0.179, 0.103)	-1098.57190613
1	(0.212, 0.084, 0.161, 0.092, 0.265)	-1095.75194355
0	(0.104, 0.119, 0.39, 0.161, 0.103)	-1115.13594323
1	(0.119, 0.104, 0.179, 0.088, 0.092)	-1197.73927967
0	(0.119, 0.283, 0.161, 0.092, 0.265)	-1104.79835692
0	(0.318, 0.16, 0.092, 0.335, 0.435)	-1052.47504962
1	(0.179, 0.161, 0.24, 0.212, 0.119)	-1089.05012237
0	(0.179, 0.088, 0.16, 0.24, 0.103)	-1094.02139207
0	(0.111, 0.212, 0.283, 0.0


1	(0.217, 0.111, 0.084, 0.088, 0.368)	-1079.51611538
1	(0.119, 0.104, 0.111, 0.16, 0.092)	-1150.67546343
0	(0.217, 0.111, 0.084, 0.088, 0.368)	-1156.47091494
0	(0.217, 0.179, 0.084, 0.16, 0.092)	-1146.30935217
0	(0.179, 0.084, 0.16, 0.092, 0.55)	-1116.0102008
0	(0.119, 0.39, 0.088, 0.179, 0.103)	-1126.95336385
0	(0.119, 0.104, 0.179, 0.088, 0.179)	-1171.5134983
0	(0.119, 0.104, 0.111, 0.16, 0.092)	-1265.49892152
0	(0.119, 0.217, 0.179, 0.088, 0.179)	-1151.57500874
0	(0.179, 0.161, 0.24, 0.16, 0.368)	-1106.21099027
1	(0.179, 0.088, 0.16, 0.24, 0.103)	-1052.80559269
1	(0.212, 0.084, 0.179, 0.217, 0.649)	-1037.49107999
1	(0.119, 0.104, 0.179, 0.088, 0.179)	-1100.34719037
1	(0.111, 0.212, 0.283, 0.088, 0.179)	-1070.75479426
0	(0.104, 0.111, 0.16, 0.092, 0.55)	-1138.34186751
0	(0.212, 0.084, 0.179, 0.217, 0.649)	-1090.90313612
0	(0.217, 0.111, 0.16, 0.179, 0.539)	-1100.72031696
0	(0.104, 0.179, 0.161, 0.24, 0.16)	-1115.10840039
1	(0.217, 0.179, 0.084, 0.16, 0.092)	-1069.6549382
0	(0.119, 0.39, 0.161, 0.092, 0.265)	-1115.89517881
0	(0.104, 0.283, 0.161, 0.092, 0.475)	-1132.96307024
0	(0.111, 0.16, 0.092, 0.103, 0.539)	-1130.24877075
1	(0.111, 0.16, 0.092, 0.103, 0.539)	-1075.80866637
0	(0.318, 0.111, 0.265, 0.088, 0.259)	-1092.61545408
1	(0.179, 0.084, 0.16, 0.092, 0.55)	-1056.79273157
1	(0.318, 0.084, 0.179, 0.265, 0.368)	-1035.51792034
0	(0.104, 0.179, 0.084, 0.24, 0.103)	-1155.16402712
1	(0.104, 0.283, 0.161, 0.092, 0.475)	-1069.57526993
0	(0.217, 0.179, 0.084, 0.212, 0.539)	-1099.85933099
1	(0.318, 0.16, 0.092, 0.335, 0.435)	-1027.2646658
0	(0.111, 0.212, 0.283, 0.088, 0.179)	-1135.66226348
1	(0.104, 0.119, 0.39, 0.161, 0.103)	-1083.06179213
1	(0.217, 0.111, 0.16, 0.179, 0.539)	-1041.15946233
0	(0.179, 0.161, 0.24, 0.318, 0.649)	-1073.10443003
1	(0.119, 0.39, 0.161, 0.092, 0.265)	-1051.90144288
0	(0.104, 0.119, 0.475, 0.092, 0.103)	-1137.65973945
1	(0.104, 0.179, 0.084, 0.24, 0.103)	-1075.11952224
1	(0.119, 0.217, 0.179, 0.088, 0.179)	-1073.54667825
1	(0.318, 0.111, 0.265, 0.088, 0.259)	-1048.83132881
1	(0.111, 0.084, 0.161, 0.092, 0.475)	-1083.269446
0	(0.318, 0.084, 0.179, 0.265, 0.368)	-1098.52957681
1	(0.217, 0.179, 0.084, 0.212, 0.539)	-1037.83485098
0	(0.119, 0.318, 0.111, 0.265, 0.179)	-1106.96294764
1	(0.119, 0.39, 0.088, 0.179, 0.103)	-1060.62275475
1	(0.119, 0.283, 0.161, 0.092, 0.265)	-1067.76265012
1	(0.104, 0.179, 0.161, 0.24, 0.16)	-1069.81833636
0	(0.119, 0.217, 0.179, 0.161, 0.103)	-1131.74093495
1	(0.111, 0.212, 0.368, 0.088, 0.161)	-1072.72570788
1	(0.119, 0.39, 0.084, 0.111, 0.435)	-1049.36002333
0	(0.104, 0.283, 0.084, 0.318, 0.475)	-1098.84779306
1	(0.119, 0.318, 0.111, 0.265, 0.179)	-1063.29444342
1	(0.104, 0.283, 0.084, 0.318, 0.475)	-1051.09613451
0	(0.111, 0.212, 0.368, 0.088, 0.161)	-1133.87310172
1	(0.179, 0.161, 0.24, 0.16, 0.368)	-1036.42596706
1	(0.179, 0.161, 0.24, 0.318, 0.649)	-1030.17277005
1	(0.119, 0.217, 0.179, 0.161, 0.103)	-1076.25098473
1	(0.111, 0.212, 0.119, 0.475, 0.088)	-1088.60118656
0	(0.111, 0.084, 0.161, 0.092, 0.475)	-1142.2046434
1	(0.104, 0.119, 0.475, 0.092, 0.103)	-1080.01075548
0	(0.119, 0.39, 0.084, 0.111, 0.435)	-1117.16028538
0	(0.111, 0.212, 0.119, 0.475, 0.088)	-1125.46498495
1	(0.104, 0.111, 0.16, 0.092, 0.55)	-1079.0270937
1	(0.111, 0.212, 0.119, 0.475, 0.179)	-1060.83762828
0	(0.111, 0.212, 0.119, 0.475, 0.179)	-1121.22883989
0	(0.119, 0.104, 0.179, 0.161, 0.24)	-1142.65372303
0	(0.217, 0.179, 0.084, 0.24, 0.103)	-1125.23291709
1	(0.119, 0.104, 0.179, 0.161, 0.24)	-1085.19151396
0	(0.217, 0.179, 0.161, 0.103, 0.179)	-1129.50491434
0	(0.104, 0.111, 0.24, 0.103, 0.179)	-1155.87046571
0	(0.119, 0.217, 0.179, 0.088, 0.16)	-1158.92471552
0	(0.104, 0.212, 0.084, 0.259, 0.103)	-1141.39861084
0	(0.179, 0.161, 0.24, 0.16, 0.475)	-1106.06970708
1	(0.217, 0.179, 0.084, 0.24, 0.103)	-1064.68224667
1	(0.104, 0.111, 0.24, 0.103, 0.179)	-1083.3616588
1	(0.217, 0.179, 0.161, 0.103, 0.179)	-1061.9852716
0	(0.179, 0.161, 0.24, 0.318, 0.475)	-1108.72192245
0	(0.318, 0.111, 0.179, 0.088, 0.179)	-1108.0146888
0	(0.212, 0.111, 0.265, 0.179, 0.259)	-1102.13680637
1	(0.179, 0.161, 0.24, 0.16, 0.475)	-1036.45443503
0	(0.318, 0.16, 0.092, 0.335, 0.179)	-1106.58919297
0	(0.217, 0.104, 0.212, 0.24, 0.161)	-1119.01281074
1	(0.318, 0.111, 0.179, 0.088, 0.179)	-1075.51395014
1	(0.104, 0.212, 0.24, 0.103, 0.259)	-1051.09381948
1	(0.318, 0.16, 0.092, 0.335, 0.179)	-1057.16265704
0	(0.212, 0.111, 0.179, 0.088, 0.092)	-1167.5704873
0	(0.179, 0.088, 0.092, 0.438, 0.212)	-1120.33835487
1	(0.217, 0.104, 0.283, 0.161, 0.24)	-1051.11488305
1	(0.179, 0.161, 0.24, 0.318, 0.475)	-1031.13260224
1	(0.212, 0.111, 0.265, 0.179, 0.259)	-1048.17228092
1	(0.104, 0.119, 0.475, 0.088, 0.161)	-1070.00935535
1	(0.104, 0.212, 0.084, 0.259, 0.103)	-1069.3907378
1	(0.212, 0.111, 0.179, 0.088, 0.092)	-1086.5596459
1	(0.119, 0.39, 0.088, 0.092, 0.24)	-1066.65104447
0	(0.179, 0.088, 0.16, 0.24, 0.438)	-1120.16473469
0	(0.104, 0.212, 0.24, 0.103, 0.259)	-1138.80356876
0	(0.104, 0.217, 0.318, 0.16, 0.088)	-1131.01511833
0	(0.179, 0.161, 0.24, 0.212, 0.539)	-1106.54803456
1	(0.119, 0.217, 0.179, 0.088, 0.16)	-1073.47747681
0	(0.318, 0.16, 0.092, 0.161, 0.283)	-1100.27549184
1	(0.179, 0.088, 0.092, 0.438, 0.212)	-1049.97079718
1	(0.104, 0.283, 0.088, 0.16, 0.335)	-1074.7262456
0	(0.104, 0.283, 0.088, 0.092, 0.24)	-1154.75998123
1	(0.217, 0.104, 0.212, 0.24, 0.161)	-1071.82935926
0	(0.119, 0.217, 0.265, 0.16, 0.084)	-1140.08928397
1	(0.179, 0.088, 0.16, 0.24, 0.438)	-1049.88217711
1	(0.318, 0.16, 0.092, 0.335, 0.104)	-1066.23956364
1	(0.318, 0.16, 0.092, 0.161, 0.283)	-1071.62158786
0	(0.104, 0.119, 0.475, 0.088, 0.161)	-1137.10858888
1	(0.104, 0.217, 0.318, 0.16, 0.088)	-1087.91010673
0	(0.111, 0.16, 0.179, 0.259, 0.161)	-1109.48435416
0	(0.119, 0.39, 0.088, 0.092, 0.24)	-1123.74116799
1	(0.179, 0.161, 0.24, 0.212, 0.539)	-1032.22552114
0	(0.119, 0.283, 0.088, 0.092, 0.103)	-1163.65022674
0	(0.104, 0.283, 0.088, 0.16, 0.335)	-1143.88798924
0	(0.212, 0.16, 0.092, 0.335, 0.179)	-1125.26383608
1	(0.104, 0.283, 0.088, 0.092, 0.24)	-1087.91794166
1	(0.212, 0.16, 0.092, 0.335, 0.179)	-1058.63176858
1	(0.111, 0.16, 0.179, 0.259, 0.161)	-1068.59098632
0	(0.318, 0.16, 0.092, 0.335, 0.104)	-1106.47479286
0	(0.217, 0.104, 0.283, 0.161, 0.24)	-1104.4579351
0	(0.119, 0.318, 0.084, 0.088, 0.265)	-1146.45645081
0	(0.111, 0.084, 0.161, 0.438, 0.539)	-1077.67351064
1	(0.119, 0.283, 0.088, 0.092, 0.103)	-1087.19608991
0	(0.119, 0.283, 0.161, 0.24, 0.335)	-1105.74581513
1	(0.111, 0.084, 0.161, 0.438, 0.539)	-1023.95100564
1	(0.119, 0.318, 0.084, 0.088, 0.265)	-1069.73301346
1	(0.119, 0.217, 0.265, 0.16, 0.084)	-1074.80265292
1	(0.119, 0.283, 0.161, 0.24, 0.335)	-1050.4534498
0	(0.104, 0.212, 0.084, 0.088, 0.092)	-1277.88030901
0	(0.104, 0.283, 0.084, 0.16, 0.092)	-1156.78715627
0	(0.179, 0.088, 0.092, 0.24, 0.318)	-1140.32325854
1	(0.318, 0.111, 0.265, 0.092, 0.438)	-1034.17025215
1	(0.104, 0.283, 0.084, 0.16, 0.092)	-1082.64272604
0	(0.318, 0.16, 0.088, 0.161, 0.438)	-1100.93476862
0	(0.119, 0.283, 0.088, 0.16, 0.111)	-1141.2029693
1	(0.104, 0.212, 0.084, 0.088, 0.092)	-1150.68184476
1	(0.111, 0.16, 0.088, 0.259, 0.649)	-1045.48501776
0	(0.111, 0.16, 0.088, 0.259, 0.649)	-1104.39669529
0	(0.104, 0.119, 0.475, 0.16, 0.335)	-1127.74890451
0	(0.104, 0.217, 0.318, 0.084, 0.161)	-1135.20966029
1	(0.179, 0.088, 0.092, 0.24, 0.318)	-1064.95846448
1	(0.104, 0.217, 0.318, 0.084, 0.161)	-1071.57904762
0	(0.119, 0.283, 0.084, 0.16, 0.179)	-1141.96152479
0	(0.104, 0.111, 0.24, 0.103, 0.649)	-1115.24883335
1	(0.119, 0.283, 0.088, 0.16, 0.111)	-1075.61277142
0	(0.119, 0.318, 0.111, 0.335, 0.092)	-1107.66721277
1	(0.318, 0.16, 0.088, 0.161, 0.438)	-1060.34507512
1	(0.119, 0.283, 0.084, 0.16, 0.179)	-1073.82418117
1	(0.104, 0.111, 0.24, 0.103, 0.649)	-1040.52340469
0	(0.217, 0.104, 0.368, 0.16, 0.24)	-1115.49002108
0	(0.318, 0.111, 0.265, 0.092, 0.438)	-1077.26389865
0	(0.111, 0.16, 0.088, 0.161, 0.103)	-1216.28457253
1	(0.179, 0.084, 0.24, 0.092, 0.368)	-1060.65348454
1	(0.104, 0.217, 0.475, 0.088, 0.161)	-1079.54682777
0	(0.119, 0.283, 0.161, 0.092, 0.179)	-1140.04024881
1	(0.217, 0.104, 0.368, 0.16, 0.24)	-1060.81045991
0	(0.179, 0.084, 0.212, 0.438, 0.103)	-1105.1641086
0	(0.119, 0.39, 0.088, 0.16, 0.335)	-1108.75488003
0	(0.104, 0.283, 0.084, 0.24, 0.092)	-1129.14632529
1	(0.104, 0.119, 0.475, 0.16, 0.335)	-1046.99175811
0	(0.119, 0.283, 0.084, 0.16, 0.265)	-1141.84382425
1	(0.179, 0.084, 0.212, 0.438, 0.103)	-1071.50531021
1	(0.119, 0.212, 0.16, 0.092, 0.335)	-1066.95492413
0	(0.179, 0.084, 0.24, 0.092, 0.368)	-1120.43204917
1	(0.111, 0.16, 0.088, 0.161, 0.103)	-1115.62454436
0	(0.104, 0.217, 0.475, 0.088, 0.161)	-1133.72750134
0	(0.104, 0.179, 0.161, 0.092, 0.16)	-1152.59517296
1	(0.119, 0.283, 0.161, 0.092, 0.179)	-1075.8550873
1	(0.119, 0.39, 0.088, 0.16, 0.335)	-1052.0286041
1	(0.119, 0.283, 0.084, 0.16, 0.265)	-1073.55949747
1	(0.119, 0.318, 0.111, 0.335, 0.092)	-1060.95682393
0	(0.111, 0.16, 0.088, 0.283, 0.438)	-1131.77260114
0	(0.104, 0.179, 0.084, 0.24, 0.092)	-1156.20761901
0	(0.119, 0.212, 0.16, 0.092, 0.335)	-1148.79718309
1	(0.318, 0.084, 0.088, 0.265, 0.335)	-1051.28214223
0	(0.318, 0.084, 0.088, 0.265, 0.335)	-1116.35823835
1	(0.104, 0.179, 0.084, 0.24, 0.092)	-1076.84355295
1	(0.104, 0.283, 0.084, 0.24, 0.092)	-1084.18646953
1	(0.111, 0.16, 0.088, 0.283, 0.438)	-1055.74286838
0	(0.104, 0.217, 0.39, 0.088, 0.16)	-1129.88436341
1	(0.104, 0.179, 0.161, 0.092, 0.16)	-1088.41053137
1	(0.104, 0.217, 0.39, 0.088, 0.16)	-1073.6413114
0	(0.318, 0.111, 0.179, 0.259, 0.179)	-1098.04951906
0	(0.217, 0.104, 0.368, 0.088, 0.161)	-1131.22781784
1	(0.217, 0.104, 0.368, 0.088, 0.161)	-1063.06930934
1	(0.318, 0.111, 0.179, 0.259, 0.179)	-1059.31432864
0	(0.179, 0.084, 0.24, 0.103, 0.649)	-1094.32495019
0	(0.111, 0.16, 0.179, 0.103, 0.438)	-1130.91240052
1	(0.179, 0.084, 0.24, 0.103, 0.649)	-1028.62984668
1	(0.318, 0.16, 0.179, 0.259, 0.161)	-1049.78478499
0	(0.318, 0.16, 0.179, 0.259, 0.161)	-1104.22463834
1	(0.111, 0.16, 0.179, 0.103, 0.438)	-1049.4985866
0	(0.104, 0.111, 0.24, 0.103, 0.259)	-1154.48382286
0	(0.104, 0.179, 0.084, 0.318, 0.649)	-1047.64135282
0	(0.217, 0.104, 0.283, 0.084, 0.24)	-1136.64890565
0	(0.104, 0.179, 0.088, 0.092, 0.55)	-1134.27318544
0	(0.104, 0.111, 0.16, 0.092, 0.161)	-1206.16760775
1	(0.217, 0.104, 0.283, 0.084, 0.24)	-1068.82992096
0	(0.104, 0.179, 0.084, 0.318, 0.55)	-1077.02309532
0	(0.104, 0.212, 0.16, 0.088, 0.39)	-1146.38993976
1	(0.104, 0.111, 0.24, 0.103, 0.259)	-1045.84952415
0	(0.119, 0.217, 0.265, 0.16, 0.335)	-1117.99123641
1	(0.104, 0.179, 0.084, 0.318, 0.649)	-1012.68165443
1	(0.104, 0.111, 0.16, 0.092, 0.161)	-1113.83353448
1	(0.104, 0.179, 0.088, 0.092, 0.55)	-1074.42809606
0	(0.217, 0.111, 0.212, 0.283, 0.088)	-1129.38557938
0	(0.318, 0.111, 0.104, 0.368, 0.179)	-1110.70252485
1	(0.217, 0.111, 0.212, 0.283, 0.088)	-1092.32528567
1	(0.104, 0.179, 0.084, 0.318, 0.55)	-1027.96015379
0	(0.119, 0.104, 0.265, 0.16, 0.24)	-1137.97781845
0	(0.212, 0.111, 0.179, 0.088, 0.179)	-1162.48825177
1	(0.318, 0.111, 0.104, 0.368, 0.179)	-1060.97846298
1	(0.119, 0.104, 0.265, 0.16, 0.24)	-1051.19583095
0	(0.179, 0.088, 0.179, 0.103, 0.438)	-1115.53392045
0	(0.104, 0.212, 0.16, 0.092, 0.55)	-1125.61177329
1	(0.179, 0.088, 0.179, 0.103, 0.438)	-1046.93748354
0	(0.119, 0.283, 0.084, 0.111, 0.265)	-1143.34041189
0	(0.212, 0.16, 0.088, 0.259, 0.649)	-1075.78087982
0	(0.119, 0.39, 0.088, 0.092, 0.103)	-1124.1356368
1	(0.212, 0.111, 0.179, 0.088, 0.179)	-1075.65271199
1	(0.104, 0.212, 0.16, 0.088, 0.39)	-1067.78001931
1	(0.212, 0.16, 0.088, 0.259, 0.649)	-1016.04628267
1	(0.318, 0.111, 0.179, 0.161, 0.092)	-1074.37496824
0	(0.119, 0.104, 0.111, 0.24, 0.092)	-1173.99935468
1	(0.104, 0.212, 0.16, 0.092, 0.55)	-1067.68857078
1	(0.119, 0.39, 0.088, 0.092, 0.103)	-1076.41274844
0	(0.318, 0.111, 0.179, 0.161, 0.092)	-1118.54559716
0	(0.217, 0.179, 0.161, 0.24, 0.212)	-1106.68528852
1	(0.217, 0.104, 0.212, 0.084, 0.088)	-1081.00404741
1	(0.179, 0.084, 0.24, 0.438, 0.539)	-1008.57018617
1	(0.318, 0.084, 0.161, 0.103, 0.435)	-1048.35533012
0	(0.119, 0.318, 0.084, 0.179, 0.265)	-1113.67462667
1	(0.217, 0.179, 0.161, 0.24, 0.212)	-1060.76577585
0	(0.217, 0.104, 0.212, 0.084, 0.088)	-1163.83273757
0	(0.318, 0.084, 0.161, 0.103, 0.435)	-1117.8392738
0	(0.179, 0.088, 0.16, 0.318, 0.649)	-1060.16269297
1	(0.119, 0.104, 0.111, 0.24, 0.092)	-1094.81558312
0	(0.212, 0.084, 0.161, 0.335, 0.217)	-1110.96447046
0	(0.111, 0.084, 0.161, 0.103, 0.539)	-1133.05094868
1	(0.119, 0.217, 0.265, 0.16, 0.335)	-1025.1199819
0	(0.104, 0.283, 0.161, 0.092, 0.16)	-1146.36506862
0	(0.179, 0.084, 0.24, 0.438, 0.539)	-1067.51869633
0	(0.217, 0.111, 0.084, 0.161, 0.092)	-1172.41179222
1	(0.111, 0.084, 0.161, 0.103, 0.539)	-1080.95757892
0	(0.318, 0.084, 0.161, 0.335, 0.104)	-1113.52385667
1	(0.318, 0.084, 0.161, 0.335, 0.104)	-1063.87297342
1	(0.119, 0.318, 0.084, 0.179, 0.265)	-1063.11044041
0	(0.119, 0.212, 0.111, 0.265, 0.179)	-1118.54286793
1	(0.104, 0.283, 0.161, 0.092, 0.16)	-1079.79497529
1	(0.217, 0.111, 0.084, 0.161, 0.092)	-1094.84743753
1	(0.212, 0.084, 0.161, 0.335, 0.217)	-1061.73111128
0	(0.104, 0.179, 0.088, 0.179, 0.649)	-1121.17138247
