instance,epoch,link0,link1,link2,link3,link4,link5
arm_136,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_137,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_138,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_139,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_140,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_141,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_142,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_143,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_144,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_145,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_146,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_147,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_148,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_149,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_150,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_151,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_152,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_153,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_154,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_155,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_156,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_157,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_158,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_159,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_160,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_161,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_162,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_163,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_164,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_165,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_166,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_167,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_168,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_169,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_170,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_171,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_172,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_173,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_174,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_175,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_176,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_177,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_178,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_179,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_180,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_181,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_182,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_183,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_184,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_185,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_186,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_187,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_188,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_189,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_190,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_191,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_192,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_193,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_194,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_195,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_196,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_197,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_198,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_199,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_200,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_201,2,495.95,499.843,478.148,503.655,490.089,487.74
arm_0,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_1,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_2,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_3,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_4,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_5,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_6,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_7,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_8,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_9,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_10,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_11,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_12,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_13,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_14,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_15,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_16,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_17,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_18,3,717.228,718.846,697.494,724.101,709.841,708.244
